x,y
-5.0,99.99
-4.88988988988989,99.99032790548306
-4.77977977977978,99.99065096127158
-4.66966966966967,99.99096916736556
-4.55955955955956,99.99128252376501
-4.44944944944945,99.9915910304699
-4.33933933933934,99.99189468748027
-4.2292292292292295,99.9921934947961
-4.119119119119119,99.99248745241738
-4.009009009009009,99.99277656034413
-3.898898898898899,99.99306081857634
-3.7887887887887888,99.993340227114
-3.6786786786786787,99.99361478595713
-3.5685685685685686,99.99388449510572
-3.458458458458458,99.99414935455977
-3.348348348348348,99.99440936431927
-3.238238238238238,99.99466452438425
-3.128128128128128,99.99491483475468
-3.018018018018018,99.99516029543057
-2.9079079079079078,99.99540090641192
-2.7977977977977977,99.99563666769873
-2.6876876876876876,99.995867579291
-2.5775775775775776,99.99609364118874
-2.4674674674674675,99.99631485339194
-2.3573573573573574,99.99653121590059
-2.2472472472472473,99.99674272871471
-2.1371371371371373,99.99694939183428
-2.0270270270270268,99.99715120525931
-1.9169169169169167,99.99734816898982
-1.8068068068068066,99.99754028302577
-1.6966966966966965,99.99772754736719
-1.5865865865865865,99.99790996201406
-1.4764764764764764,99.9980875269664
-1.3663663663663663,99.9982602422242
-1.2562562562562563,99.99842810778746
-1.1461461461461462,99.99859112365618
-1.0360360360360361,99.99874928983037
-0.9259259259259256,99.99890260631001
-0.8158158158158155,99.99905107309512
-0.7057057057057055,99.99919469018567
-0.5955955955955954,99.9993334575817
-0.4854854854854853,99.99946737528319
-0.37537537537537524,99.99959644329013
-0.26526526526526517,99.99972066160254
-0.1551551551551551,99.99984003022041
-0.04504504504504503,99.99995454914374
0.06506506506506504,100.93707071337793
0.1751751751751751,100.83947901952449
0.2852852852852852,100.75206875406423
0.39539539539539525,100.67377784980883
0.5055055055055053,100.603654975474
0.6156156156156154,100.54084798985582
0.7257257257257255,100.48459359982665
0.8358358358358355,100.43420809663492
0.9459459459459465,100.38907905807989
1.0560560560560566,100.34865791585526
1.1661661661661666,100.31245329785466
1.2762762762762767,100.28002506463854
1.3863863863863868,100.25097896768584
1.4964964964964969,100.22496186460026
1.606606606606607,100.2016574332008
1.716716716716717,100.18078233248032
1.826826826826827,100.16208276384009
1.9369369369369371,100.1453313908653
2.047047047047047,100.13032458025862
2.1571571571571573,100.11687993044666
2.2672672672672673,100.10483405786476
2.3773773773773774,100.09404061405392
2.4874874874874875,100.08436850950397
2.5975975975975976,100.07570032268697
2.7077077077077076,100.06793087497178
2.8178178178178177,100.06096595412463
2.9279279279279278,100.05472117090322
3.0380380380380387,100.04912093486729
3.148148148148149,100.0440975369761
3.258258258258259,100.03959032783811
3.368368368368369,100.03554498164024
3.478478478478479,100.03191283682318
3.588588588588589,100.02865030550072
3.698698698698699,100.02571834445577
3.8088088088088092,100.02308198129278
3.9189189189189193,100.02070988999552
4.029029029029029,100.01857401073914
4.1391391391391394,100.01664920934243
4.2492492492492495,100.01491297222697
4.35935935935936,100.01334513318136
4.46946946946947,100.0119276286141
4.57957957957958,100.01064427832507
4.68968968968969,100.0094805891346
4.7997997997998,100.00842357898713
4.90990990990991,100.00746161939465
5.02002002002002,100.00658429430761
5.13013013013013,100.00578227370072
5.24024024024024,100.00504720033898
5.35035035035035,100.00437158835047
5.46046046046046,100.00374873237385
5.57057057057057,100.00317262617897
5.68068068068068,100.00263788977223
5.7907907907907905,100.00213970410243
5.900900900900901,100.00167375257428
6.011011011011011,100.00123616866014
6.121121121121121,100.00082348897398
6.231231231231231,100.00043261123794
6.341341341341341,100.00006075663163
6.451451451451451,99.99970543606695
6.561561561561561,99.99936441997939
6.671671671671671,99.99903571126877
6.781781781781783,99.99871752106166
6.891891891891893,99.99840824700058
7.002002002002003,99.99810645379704
7.112112112112113,99.99781085581216
7.222222222222223,99.99752030145366
7.332332332332333,99.99723375919933
7.442442442442443,99.99695030507819
7.552552552552553,99.9966691114566
7.6626626626626635,99.99638943699371
7.772772772772774,99.99611061764425
7.882882882882884,99.99583205859926
7.992992992992994,99.99555322706723
8.103103103103104,99.99527364580796
8.213213213213214,99.99499288734036
8.323323323323324,99.99471056875453
8.433433433433434,99.9944263470644
8.543543543543544,99.99413991504527
8.653653653653654,99.99385099750496
8.763763763763764,99.99355934794414
8.873873873873874,99.9932647455646
8.983983983983984,99.9929669925895
9.094094094094094,99.99266591186317
9.204204204204204,99.99236134470092
9.314314314314315,99.99205314896331
9.424424424424425,99.99174119733091
9.534534534534535,99.99142537575928
9.644644644644645,99.99110558209469
9.754754754754755,99.99078172483449
9.864864864864865,99.99045372201643
9.974974974974975,99.99012150022406
10.085085085085085,99.98978499369568
10.195195195195195,99.98944414352611
10.305305305305305,99.98909889695203
10.415415415415415,99.98874920671133
10.525525525525525,99.98839503046972
10.635635635635635,99.98803633030685
10.745745745745745,99.98767307225619
10.855855855855856,99.98730522589258
10.965965965965966,99.98693276396325
11.076076076076077,99.98655566205687
11.186186186186188,99.98617389830734
11.296296296296298,99.98578745312842
11.406406406406408,99.98539630897605
11.516516516516518,99.98500045013536
11.626626626626628,99.98459986252999
11.736736736736738,99.98419453355126
11.846846846846848,99.98378445190511
11.956956956956958,99.98336960747505
12.067067067067068,99.9829499911994
12.177177177177178,99.98252559496127
12.287287287287288,99.98209641149008
12.397397397397398,99.98166243427332
12.507507507507508,99.98122365747749
12.617617617617618,99.98078007587733
12.727727727727729,99.9803316847924
12.837837837837839,99.97987848003024
12.947947947947949,99.9794204578355
13.058058058058059,99.97895761484442
13.168168168168169,99.97848994804397
13.278278278278279,99.97801745473521
13.388388388388389,99.97754013250064
13.498498498498499,99.97705797917483
13.608608608608609,99.97657099281813
13.71871871871872,99.97607917169309
13.82882882882883,99.97558251424344
13.93893893893894,99.97508101907518
14.04904904904905,99.97457468493965
14.15915915915916,99.97406351071837
14.26926926926927,99.97354749540948
14.37937937937938,99.97302663811558
14.48948948948949,99.97250093803285
